year,month,day,dep_time,dep_delay,arr_time,arr_delay,carrier,tailnum,flight,origin,dest,air_time,distance,hour,minute
2013,3,17,602,2,846,31,FL,N308AT,345,LGA,ATL,121,762,6,2
2013,1,22,2019,-10,2120,-20,9E,N8541D,3609,JFK,PHL,28,94,20,19
2013,7,2,2332,142,54,131,B6,N298JB,702,JFK,BUF,53,301,23,32
2013,7,22,2140,110,31,136,EV,N197PQ,5092,EWR,ATL,104,746,21,40
2013,9,13,616,-2,831,-22,UA,N420UA,578,EWR,LAS,293,2227,6,16
2013,9,1,1118,-2,1218,-15,B6,N316JB,208,JFK,PWM,46,273,11,18
2013,10,19,1456,-4,1812,-3,AA,N3FTAA,2297,LGA,MIA,159,1096,14,56
2013,10,26,652,-8,1055,-1,B6,N589JB,3,JFK,SJU,204,1598,6,52
2013,8,22,1826,7,2107,-11,B6,N591JB,153,JFK,PBI,136,1028,18,26
2013,5,8,1858,18,2225,53,DL,N394DA,1629,JFK,LAS,289,2248,18,58
2013,11,8,1210,-5,1515,-16,UA,N25705,1667,EWR,SNA,346,2434,12,10
2013,12,10,2238,69,126,87,EV,N48901,5846,EWR,JAX,135,820,22,38
2013,6,7,1533,4,1813,-43,UA,N38458,1632,EWR,SFO,318,2565,15,33
2013,1,15,659,-1,752,-23,UA,N27239,1142,EWR,BOS,33,200,6,59
2013,4,6,2054,-6,2322,-16,B6,N653JB,399,LGA,MCO,133,950,20,54
2013,9,1,1116,-4,1214,-16,B6,N348JB,34,JFK,BTV,47,266,11,16
2013,7,12,1227,117,1512,82,VX,N625VA,23,JFK,SFO,317,2586,12,27
2013,1,24,1415,-5,1629,9,MQ,N506MQ,4588,LGA,MSP,175,1020,14,15
2013,5,4,1334,5,1731,-40,UA,N76055,15,EWR,HNL,580,4963,13,34
2013,2,17,2057,-3,2246,-4,MQ,N525MQ,4584,LGA,CLT,85,544,20,57
2013,12,4,744,-6,1249,-6,AA,N5FKAA,936,JFK,STT,212,1623,7,44
2013,6,21,1436,-4,1716,-33,DL,N969DL,1902,LGA,PBI,135,1035,14,36
2013,4,21,1940,0,2143,1,EV,N16987,4622,EWR,GRR,96,605,19,40
2013,6,6,828,-2,1125,-3,DL,N3756,857,JFK,SAN,328,2446,8,28
2013,5,8,1956,27,2240,45,EV,N134EV,5181,EWR,ATL,117,746,19,56
2013,12,4,1427,-2,1802,6,UA,N13138,1205,EWR,SFO,374,2565,14,27
2013,7,8,1205,5,1307,-10,DL,N351NB,1006,JFK,BOS,34,187,12,5
2013,6,11,843,-7,1229,-22,DL,N3757D,301,JFK,SJU,204,1598,8,43
2013,2,25,1048,-1,1401,-30,UA,N37293,1436,EWR,SFO,355,2565,10,48
2013,8,11,1039,14,1314,6,B6,N552JB,925,JFK,TPA,138,1005,10,39
2013,5,1,1941,61,2247,75,DL,N3735D,1629,JFK,LAS,300,2248,19,41
2013,5,12,754,-1,907,-13,MQ,N500MQ,3737,EWR,ORD,105,719,7,54
2013,4,8,1053,-6,1337,-34,UA,N76502,1183,EWR,RSW,152,1068,10,53
2013,9,24,621,-9,852,-23,UA,N420UA,250,LGA,IAH,189,1416,6,21
2013,4,12,844,4,1153,3,UA,N502UA,443,JFK,LAX,322,2475,8,44
2013,8,14,1702,-3,2036,32,DL,N3757D,503,JFK,SAN,318,2446,17,2
2013,2,1,1231,-9,1536,-4,AA,N4YJAA,1853,EWR,DFW,214,1372,12,31
2013,7,2,1915,90,2053,88,MQ,N6EAMQ,3301,LGA,RDU,74,431,19,15
2013,10,18,1728,-1,2034,4,UA,N77430,1692,EWR,SAN,333,2425,17,28
2013,9,25,1348,-2,1522,-9,EV,N712EV,5465,LGA,MSN,108,812,13,48
2013,3,2,2127,-1,1,-13,B6,N597JB,199,JFK,LAS,297,2248,21,27
2013,11,15,1840,10,2206,0,UA,N588UA,389,JFK,SFO,342,2586,18,40
2013,7,23,826,-4,1113,-7,UA,N452UA,691,EWR,MCO,131,937,8,26
2013,1,9,1934,-6,2120,-5,MQ,N500MQ,3783,JFK,CMH,85,483,19,34
2013,1,14,609,-1,805,-13,EV,N708EV,4941,EWR,MSP,154,1008,6,9
2013,1,28,1923,63,2244,54,AA,N3EDAA,119,EWR,LAX,354,2454,19,23
2013,9,10,1845,-10,1957,-38,AA,N487AA,359,LGA,ORD,107,733,18,45
2013,7,16,1703,0,1838,-5,EV,N18556,4202,EWR,STL,125,872,17,3
2013,9,25,648,-11,836,-23,MQ,N532MQ,3676,LGA,CLT,83,544,6,48
2013,3,29,929,4,1042,-5,B6,N527JB,108,JFK,BUF,53,301,9,29
2013,9,5,1707,-3,1932,-28,UA,N807UA,527,EWR,DFW,180,1372,17,7
2013,4,11,511,-4,827,25,UA,N18220,1545,EWR,IAH,230,1400,5,11
2013,4,22,1228,-7,1509,-11,AA,N594AA,1033,EWR,DFW,186,1372,12,28
2013,5,19,813,-2,1113,-9,DL,N935DL,269,JFK,MIA,143,1089,8,13
2013,1,15,1513,-7,1852,10,DL,N364NW,2115,LGA,MIA,170,1096,15,13
2013,1,15,1729,0,2029,7,UA,N76529,1403,EWR,TPA,150,997,17,29
2013,2,5,1113,-3,1416,2,UA,N87507,1143,EWR,PBI,153,1023,11,13
2013,11,9,1845,20,2236,47,AS,N409AS,5,EWR,SEA,377,2402,18,45
2013,8,25,1326,-4,1517,-28,WN,N460WN,776,EWR,PHX,261,2133,13,26
2013,9,2,2132,147,53,153,DL,N929DL,2159,JFK,MCO,127,944,21,32
2013,8,9,815,5,1038,18,FL,N928AT,346,LGA,ATL,107,762,8,15
2013,6,6,919,-6,1053,-17,AA,N480AA,1855,LGA,STL,131,888,9,19
2013,9,16,1021,98,1240,86,EV,N17560,4388,EWR,JAX,122,820,10,21
2013,2,23,2202,12,128,46,B6,N516JB,325,JFK,TPA,175,1005,22,2
2013,11,19,1652,23,1927,1,B6,N526JB,283,JFK,MCO,132,944,16,52
2013,8,7,1052,82,1404,90,DL,N727TW,1443,JFK,SEA,331,2422,10,52
2013,3,26,1312,2,1703,-3,UA,N71411,1708,EWR,SJU,211,1608,13,12
2013,9,14,802,-3,1039,-11,UA,N541UA,395,EWR,MCO,132,937,8,2
2013,2,24,1837,-3,2013,-7,MQ,N8EGMQ,3730,EWR,ORD,114,719,18,37
2013,9,13,1819,4,2003,6,UA,N37255,1053,EWR,CLE,67,404,18,19
2013,4,27,629,-3,725,-20,B6,N298JB,1305,JFK,IAD,42,228,6,29
2013,3,4,1446,-9,1618,-27,AA,N577AA,337,LGA,ORD,123,733,14,46
2013,7,11,2308,82,139,69,B6,N510JB,1183,JFK,MCO,125,944,23,8
2013,10,27,823,-2,1021,-8,US,N119US,2053,JFK,CLT,85,541,8,23
2013,6,7,1509,-6,1755,15,MQ,N631MQ,4309,JFK,IND,102,665,15,9
2013,12,31,1629,-11,1800,-20,MQ,N676MQ,3216,JFK,ORF,55,290,16,29
2013,12,6,1622,-3,1754,-1,MQ,N8EGMQ,3748,EWR,ORD,130,719,16,22
2013,12,12,1729,-1,2038,-12,AA,N3DTAA,1185,LGA,DFW,202,1389,17,29
2013,4,21,1823,23,1946,11,WN,N465WN,504,EWR,MDW,110,711,18,23
2013,2,23,1657,-8,2016,6,AA,N596AA,1905,EWR,DFW,234,1372,16,57
2013,6,2,1556,57,1806,91,9E,N8968E,4105,JFK,IAD,76,228,15,56
2013,10,13,744,-7,911,-22,EV,N21537,3810,EWR,RDU,67,416,7,44
2013,5,17,1504,44,1607,29,EV,N13978,4284,EWR,ROC,45,246,15,4
2013,8,8,1914,39,2201,75,DL,N339NW,2019,LGA,MSP,151,1020,19,14
2013,1,31,1916,-4,2305,19,DL,N393DA,83,JFK,FLL,166,1069,19,16
2013,7,17,514,-1,700,-25,UA,N77518,1258,EWR,DEN,201,1605,5,14
2013,7,17,1607,-8,1853,22,DL,N922DL,1619,LGA,MSP,137,1020,16,7
2013,2,19,1222,7,1325,-4,UA,N811UA,465,EWR,BOS,40,200,12,22
2013,2,27,1734,35,2108,22,9E,N601LR,3375,JFK,SAT,257,1587,17,34
2013,3,20,727,-3,1044,-26,VX,N839VA,11,JFK,SFO,358,2586,7,27
2013,8,9,726,1,1013,3,AA,N3AXAA,1815,JFK,MCO,127,944,7,26
2013,9,21,1715,-5,2010,-20,AA,N3GGAA,291,JFK,AUS,209,1521,17,15
2013,3,31,2028,-2,2306,-9,B6,N267JB,619,JFK,JAX,125,828,20,28
2013,7,29,1729,0,2049,4,UA,N28457,1100,EWR,SEA,342,2402,17,29
2013,4,1,1901,6,2019,-24,DL,N317NB,1129,LGA,PIT,61,335,19,1
2013,7,26,2211,71,2308,56,US,N763US,2191,LGA,DCA,38,214,22,11
2013,8,25,1849,-4,2034,-26,US,N161UW,1815,LGA,CLT,78,544,18,49
2013,12,10,1555,-5,1914,3,UA,N38424,1587,EWR,RSW,180,1068,15,55
2013,1,1,1310,10,1559,5,B6,N593JB,991,JFK,PBI,150,1028,13,10
2013,8,10,609,-6,903,-7,AA,N3BFAA,1895,EWR,MIA,143,1085,6,9
2013,5,31,637,-3,833,-16,EV,N11199,4393,EWR,IND,92,645,6,37
2013,8,28,1724,-5,2044,-5,VX,N621VA,193,EWR,SFO,356,2565,17,24
2013,6,20,1934,14,2211,1,AA,N471AA,1691,EWR,DFW,178,1372,19,34
2013,7,19,758,-2,1009,-12,B6,N187JB,677,JFK,JAX,107,828,7,58
2013,6,23,1443,-2,1703,-17,B6,N354JB,477,JFK,JAX,118,828,14,43
2013,2,17,1659,-1,1949,-6,AA,N3KBAA,257,JFK,LAS,315,2248,16,59
2013,6,26,623,-7,804,-21,MQ,N521MQ,3676,LGA,CLT,80,544,6,23
2013,9,9,1438,6,1603,4,EV,N827AS,5713,LGA,IAD,48,229,14,38
2013,3,13,1153,-7,1317,-13,MQ,N8EGMQ,4601,LGA,BNA,114,764,11,53
2013,11,11,2011,11,2312,-3,VX,N851VA,415,JFK,LAX,345,2475,20,11
2013,3,10,1959,6,2303,-22,UA,N17126,1539,EWR,SFO,327,2565,19,59
2013,2,19,2123,54,19,46,UA,N505UA,771,JFK,LAX,329,2475,21,23
2013,10,3,1718,8,1825,-5,UA,N15710,1064,EWR,BOS,48,200,17,18
2013,8,5,628,-2,909,9,EV,N11535,4137,EWR,ATL,113,746,6,28
2013,11,28,647,17,903,10,DL,N306DQ,575,EWR,ATL,107,746,6,47
2013,5,15,1027,-10,1136,-17,EV,N12567,3826,EWR,BUF,50,282,10,27
2013,12,9,1505,10,1707,17,MQ,N814MQ,3359,JFK,RDU,89,427,15,5
2013,11,8,634,-5,1006,4,UA,N518UA,398,JFK,LAX,360,2475,6,34
2013,3,22,1055,-5,1347,-11,UA,N38268,1143,EWR,PBI,145,1023,10,55
2013,8,9,912,-3,1211,-4,VX,N844VA,161,EWR,LAX,321,2454,9,12
2013,1,7,1526,6,1719,35,EV,N12126,4581,EWR,MKE,115,725,15,26
2013,7,21,1556,36,1735,30,AA,N4XJAA,2223,LGA,STL,129,888,15,56
2013,11,13,1351,6,1655,-5,AA,N3JFAA,1073,LGA,MIA,151,1096,13,51
2013,12,1,1723,54,2026,54,B6,N643JB,1161,LGA,PBI,151,1035,17,23
2013,4,15,1957,-3,2248,3,DL,N981DL,1147,LGA,ATL,114,762,19,57
2013,12,16,752,-2,929,-15,EV,N14186,4548,EWR,RDU,71,416,7,52
2013,12,31,1703,3,1828,12,B6,N190JB,1734,JFK,BTV,48,266,17,3
2013,3,10,605,-5,721,-5,EV,N26141,4354,EWR,IAD,42,212,6,5
2013,7,22,1121,-4,1212,-19,B6,N228JB,2380,EWR,BOS,39,200,11,21
2013,12,31,1220,29,1444,25,FL,N966AT,63,LGA,ATL,119,762,12,20
2013,5,2,2110,10,2211,-4,US,N701UW,2191,LGA,DCA,41,214,21,10
2013,1,30,912,-3,1056,-5,B6,N329JB,1103,JFK,RDU,75,427,9,12
2013,6,21,759,-6,1041,-14,DL,N374NW,1109,LGA,TPA,135,1010,7,59
2013,2,1,622,-3,722,-8,WN,N723SW,3127,EWR,BWI,45,169,6,22
2013,8,8,552,-8,658,-14,EV,N825AS,5716,JFK,IAD,42,228,5,52
2013,8,4,1703,4,1904,-15,DL,N321NB,2042,EWR,ATL,100,746,17,3
2013,7,12,2056,26,2306,21,9E,N805AY,4033,LGA,TYS,97,647,20,56
2013,12,8,828,6,1208,26,UA,N18220,1626,EWR,SAN,379,2425,8,28
2013,5,20,1034,19,1242,1,US,N551UW,196,JFK,PHX,279,2153,10,34
2013,4,7,953,-7,1215,-5,MQ,N544MQ,4654,LGA,ATL,110,762,9,53
2013,4,10,1344,4,1455,-4,B6,N304JB,602,JFK,PWM,47,273,13,44
2013,2,27,1718,88,1823,73,WN,N447WN,518,EWR,MDW,107,711,17,18
2013,7,30,1922,-8,2207,-25,DL,N930DL,1435,LGA,TPA,140,1010,19,22
2013,1,3,559,-1,802,0,DL,N371NB,1318,EWR,DTW,99,488,5,59
2013,5,23,1104,34,1237,27,AA,N4YDAA,321,LGA,ORD,129,733,11,4
2013,4,20,1557,-3,1934,4,DL,N711ZX,1461,JFK,LAX,346,2475,15,57
2013,5,28,1634,19,1846,6,MQ,N504MQ,4657,LGA,ATL,106,762,16,34
2013,10,3,1813,-2,2138,0,DL,N191DN,17,JFK,LAX,348,2475,18,13
2013,7,3,1632,22,1918,33,MQ,N518MQ,3357,LGA,ATL,113,762,16,32
2013,4,5,1708,8,2036,11,AA,N335AA,181,JFK,LAX,343,2475,17,8
2013,3,22,1931,2,2225,-22,DL,N366NB,1433,LGA,RSW,152,1080,19,31
2013,4,22,1530,0,1720,-11,EV,N24103,4667,EWR,MSP,147,1008,15,30
2013,3,8,1246,1,1552,122,AA,N3FEAA,1850,JFK,BOS,80,187,12,46
2013,5,17,1851,-8,2044,-50,9E,N920XJ,3403,JFK,MCI,149,1113,18,51
2013,11,3,1930,-5,2102,-30,EV,N708EV,5287,LGA,MSN,118,812,19,30
2013,2,26,1358,32,1534,4,EV,N12135,4360,EWR,MSP,137,1008,13,58
2013,7,1,959,19,1128,37,9E,N8847A,3608,JFK,PHL,33,94,9,59
2013,10,31,1657,-3,1837,-1,UA,N76505,1048,LGA,ORD,126,733,16,57
2013,5,22,2132,97,42,109,9E,N917XJ,3450,JFK,JAX,111,828,21,32
2013,4,4,659,-1,1038,-6,DL,N723TW,1865,JFK,SFO,360,2586,6,59
2013,2,17,1541,-1,1711,-18,UA,N16732,1719,LGA,CLE,69,419,15,41
2013,12,3,1640,-5,2030,20,AA,N323AA,181,JFK,LAX,366,2475,16,40
2013,3,3,2024,9,2304,-4,UA,N844UA,696,EWR,MCO,124,937,20,24
2013,3,23,1527,12,1833,8,UA,N33103,1665,EWR,LAX,342,2454,15,27
2013,5,17,821,-4,1011,-12,B6,N236JB,219,JFK,CLT,79,541,8,21
2013,11,24,2102,47,2225,59,B6,N296JB,418,JFK,BOS,39,187,21,2
2013,7,26,2143,3,2318,8,MQ,N516MQ,3317,LGA,RDU,70,431,21,43
2013,1,29,1110,75,1213,73,9E,N829AY,3667,JFK,PHL,37,94,11,10
2013,12,12,759,-1,1108,5,DL,N901DE,382,LGA,TPA,167,1010,7,59
2013,2,22,1944,15,2255,9,DL,N364NB,1133,LGA,RSW,167,1080,19,44
2013,6,9,1030,-5,1319,-27,UA,N37466,1281,EWR,SFO,332,2565,10,30
2013,1,20,829,-6,1123,-27,AA,N3EBAA,717,LGA,DFW,212,1389,8,29
2013,3,21,1815,-5,2132,-18,AA,N3JYAA,119,EWR,LAX,333,2454,18,15
2013,3,21,838,-12,1029,-6,MQ,N738MQ,4558,LGA,CLE,69,419,8,38
2013,11,8,953,-8,1322,0,UA,N559UA,471,EWR,SFO,349,2565,9,53
2013,4,14,2105,70,2303,84,EV,N12142,3823,LGA,CLE,75,419,21,5
2013,8,29,1912,17,2212,-4,B6,N637JB,669,JFK,SJC,319,2569,19,12
2013,12,20,858,-2,1210,4,DL,N935DL,1885,LGA,MCO,141,950,8,58
2013,8,14,1448,-6,1709,-1,EV,N751EV,4978,LGA,CLT,91,544,14,48
2013,12,7,1424,-16,1655,-5,EV,N21154,4181,EWR,MCI,191,1092,14,24
2013,12,28,1414,87,1515,84,B6,N281JB,1318,JFK,BOS,42,187,14,14
2013,9,4,1421,-4,1628,-22,MQ,N519MQ,3669,LGA,ATL,105,762,14,21
2013,8,5,1331,17,1637,17,B6,N796JB,1639,LGA,RSW,150,1080,13,31
2013,5,11,2009,134,2258,91,UA,N560UA,512,JFK,SFO,323,2586,20,9
2013,1,28,1840,10,2042,-2,EV,N761ND,5203,EWR,DTW,91,488,18,40
2013,11,9,1543,-2,1658,-7,AA,N3KPAA,256,JFK,BOS,42,187,15,43
2013,7,27,1923,3,2043,-2,AA,N3DYAA,1762,JFK,BOS,38,187,19,23
2013,6,10,1703,68,1846,67,9E,N917XJ,3459,JFK,BNA,126,765,17,3
2013,3,5,2134,-11,213,-19,B6,N346JB,701,JFK,SJU,196,1598,21,34
2013,6,13,1658,13,1827,14,B6,N216JB,1012,JFK,BOS,36,187,16,58
2013,12,26,1821,16,1956,6,WN,N7724A,195,LGA,STL,141,888,18,21
2013,1,14,1121,-8,1431,-7,B6,N585JB,133,JFK,RSW,167,1074,11,21
2013,8,22,1413,14,1634,4,DL,N6712B,2247,LGA,ATL,109,762,14,13
2013,9,5,2113,-7,2341,-13,B6,N316JB,1677,JFK,JAX,117,828,21,13
2013,6,12,1028,-2,1256,8,DL,N3742C,1529,JFK,LAS,298,2248,10,28
2013,3,21,720,-10,1028,-12,AA,N580AA,715,LGA,DFW,210,1389,7,20
2013,5,22,620,19,730,10,EV,N13124,4252,EWR,MKE,110,725,6,20
2013,10,29,947,-12,1058,-17,EV,N830AS,5711,JFK,IAD,49,228,9,47
2013,7,30,716,-4,944,-15,UA,N442UA,349,LGA,IAH,177,1416,7,16
2013,6,4,947,-11,1256,-13,B6,N527JB,375,LGA,FLL,150,1076,9,47
2013,9,9,1447,-8,1616,-14,MQ,N670MQ,3231,JFK,PIT,63,340,14,47
2013,10,31,1212,-3,1516,6,AA,N3CWAA,1143,LGA,DFW,205,1389,12,12
2013,1,30,603,-5,744,-11,UA,N852UA,963,EWR,CLE,71,404,6,3
2013,11,15,1727,-2,2047,-18,VX,N626VA,193,EWR,SFO,357,2565,17,27
2013,4,28,732,-8,920,-45,UA,N565UA,763,LGA,DEN,207,1620,7,32
2013,11,6,555,-5,819,-27,B6,N307JB,583,JFK,MCO,133,944,5,55
2013,9,18,1139,24,1301,6,MQ,N509MQ,3466,LGA,RDU,63,431,11,39
2013,9,19,1024,-6,1405,30,AA,N319AA,179,JFK,SFO,372,2586,10,24
2013,3,15,1635,21,1924,10,B6,N595JB,985,LGA,TPA,138,1010,16,35
2013,4,8,2057,-3,2313,-12,DL,N344NW,1247,LGA,ATL,113,762,20,57
2013,3,24,742,-3,1111,-14,AA,N386AA,59,JFK,SFO,370,2586,7,42
2013,9,26,1453,-2,1601,-13,DL,N316US,1164,JFK,BOS,34,187,14,53
2013,7,28,855,-5,1148,-9,DL,N930DL,1885,LGA,MCO,138,950,8,55
2013,12,14,833,11,1105,-37,UA,N37434,1626,EWR,SAN,316,2425,8,33
2013,10,12,858,-2,1108,-31,DL,N354NW,1747,LGA,ATL,98,762,8,58
2013,4,11,2007,32,2204,30,9E,N914XJ,3370,JFK,RDU,72,427,20,7
2013,3,4,2004,-1,2332,2,VX,N625VA,415,JFK,LAX,347,2475,20,4
2013,6,5,1339,10,1442,-3,EV,N11194,4281,EWR,BTV,43,266,13,39
2013,11,21,841,-4,1134,-32,B6,N729JB,795,JFK,AUS,209,1521,8,41
2013,6,3,1823,-7,1959,19,MQ,N645MQ,3944,JFK,BWI,36,184,18,23
2013,10,14,934,3,1242,7,B6,N516JB,271,LGA,FLL,145,1076,9,34
2013,3,11,931,2,1134,-48,UA,N39728,1597,EWR,EGE,230,1725,9,31
2013,7,30,901,-4,1011,-5,B6,N368JB,1634,JFK,BTV,47,266,9,1
2013,8,26,2117,31,2246,18,EV,N11536,4548,EWR,RDU,64,416,21,17
2013,7,2,857,-4,1053,-7,EV,N13994,5810,EWR,CLT,88,529,8,57
2013,9,10,2051,-4,2337,-22,B6,N794JB,1205,JFK,PDX,321,2454,20,51
2013,10,3,1002,-8,1244,4,MQ,N515MQ,3644,LGA,ATL,113,762,10,2
2013,9,6,1443,-2,1737,-13,B6,N760JB,1171,LGA,FLL,154,1076,14,43
2013,8,20,1115,-5,1218,-12,B6,N304JB,34,JFK,BTV,46,266,11,15
2013,2,25,638,8,813,2,UA,N17719,1181,EWR,CLE,73,404,6,38
2013,11,19,1109,-6,1423,-11,DL,N317NB,2098,LGA,MIA,156,1096,11,9
2013,11,20,2109,2,2220,-6,EV,N13550,4119,EWR,RIC,50,277,21,9
2013,1,25,824,9,1121,3,DL,N388DA,1429,JFK,LAS,322,2248,8,24
2013,9,16,657,-3,1043,-13,B6,N821JB,3,JFK,SJU,198,1598,6,57
2013,12,9,2157,132,2341,131,MQ,N814MQ,3374,JFK,RDU,78,427,21,57
2013,11,27,1124,-6,1335,3,US,N181UW,707,LGA,CLT,113,544,11,24
2013,7,24,1154,-6,1320,11,US,N954UW,2126,LGA,BOS,40,184,11,54
2013,10,12,1918,139,2033,113,UA,N820UA,708,EWR,ORD,103,719,19,18
2013,8,8,1016,21,1202,47,MQ,N0EGMQ,3670,LGA,BNA,112,764,10,16
2013,9,18,915,0,1210,-5,VX,N851VA,161,EWR,LAX,323,2454,9,15
2013,8,11,851,1,1001,-29,AA,N490AA,313,LGA,ORD,114,733,8,51
2013,4,29,739,-6,1032,-23,UA,N73278,1701,EWR,FLL,152,1065,7,39
2013,5,6,2010,-5,2214,-26,9E,N840AY,4033,LGA,TYS,89,647,20,10
2013,9,12,930,-10,1235,3,B6,N579JB,199,LGA,MCO,138,950,9,30
2013,6,4,752,-3,940,-25,9E,N930XJ,3353,JFK,DTW,85,509,7,52
2013,6,30,1452,87,1657,145,US,N961UW,1279,LGA,PHL,37,96,14,52
2013,9,10,1146,-4,1350,-25,WN,N492WN,1090,LGA,DEN,214,1620,11,46
2013,9,12,831,19,942,33,EV,N13949,4404,EWR,PVD,37,160,8,31
2013,8,24,626,6,728,-2,WN,N466WN,3396,EWR,MDW,97,711,6,26
2013,8,10,1317,37,1432,28,EV,N18101,6054,EWR,IAD,46,212,13,17
2013,3,25,1001,1,1313,-21,DL,N624AG,1765,JFK,SFO,337,2586,10,1
2013,7,15,707,29,923,12,UA,N593UA,251,EWR,IAH,174,1400,7,7
2013,9,18,816,-9,1119,-29,UA,N554UA,397,JFK,SFO,344,2586,8,16
2013,7,29,1957,-3,2255,-20,AA,N3CGAA,1709,LGA,MIA,147,1096,19,57
2013,2,26,1945,63,2129,33,EV,N34111,4554,EWR,MCI,150,1092,19,45
2013,6,24,1121,-3,1236,2,B6,N247JB,34,JFK,BTV,46,266,11,21
2013,1,17,552,-9,724,-1,EV,N11539,4708,EWR,MKE,131,725,5,52
2013,3,8,1227,12,1547,31,B6,N346JB,625,JFK,HOU,194,1428,12,27
2013,12,30,608,-2,859,-22,UA,N69804,1701,EWR,FLL,151,1065,6,8
2013,3,4,1547,18,1822,7,UA,N443UA,987,EWR,LAS,305,2227,15,47
2013,8,1,1505,20,1743,3,AA,N3AWAA,759,LGA,DFW,185,1389,15,5
2013,4,26,1536,7,1823,-2,UA,N78285,1703,EWR,MCO,148,937,15,36
2013,5,24,936,26,1122,12,MQ,N525MQ,4582,LGA,CLT,84,544,9,36
2013,4,16,1352,35,1729,19,UA,N38467,1708,EWR,SJU,193,1608,13,52
2013,9,5,1053,-7,1209,-14,UA,N449UA,798,EWR,ORD,115,719,10,53
2013,5,25,1001,1,1222,-8,DL,N666DN,1847,LGA,ATL,102,762,10,1
2013,5,9,759,-1,1107,-28,AA,N336AA,59,JFK,SFO,337,2586,7,59
2013,4,25,1112,-3,1402,-2,UA,N847UA,765,EWR,IAH,206,1400,11,12
2013,8,22,2207,78,2358,54,EV,N12136,4536,EWR,CVG,85,569,22,7
2013,9,16,1930,0,2246,2,UA,N73291,1224,EWR,LAX,312,2454,19,30
2013,1,2,647,2,903,15,US,N565UW,926,EWR,CLT,102,529,6,47
2013,12,1,852,-8,1157,-13,B6,N659JB,189,JFK,SAN,338,2446,8,52
2013,2,7,1026,6,1321,-9,AA,N3BVAA,731,LGA,DFW,212,1389,10,26
2013,8,1,1922,82,2245,75,B6,N633JB,415,JFK,SFO,352,2586,19,22
2013,9,30,640,-5,907,-30,B6,N821JB,453,JFK,PBI,128,1028,6,40
2013,8,8,1137,32,1340,26,DL,N348NB,1031,LGA,DTW,81,502,11,37
2013,12,30,1852,-8,2013,-5,US,N959UW,2193,LGA,DCA,49,214,18,52
2013,11,1,1757,68,2024,81,EV,N13956,4294,EWR,SAV,124,708,17,57
2013,9,26,1257,-3,1414,-16,UA,N17133,1734,EWR,ORD,104,719,12,57
2013,3,24,1714,-6,2043,3,AA,N5CGAA,1999,EWR,MIA,172,1085,17,14
2013,4,26,2000,65,2204,68,US,N188US,1491,LGA,CLT,83,544,20,0
2013,3,6,654,-6,1005,-4,DL,N937DL,2003,LGA,MIA,160,1096,6,54
2013,3,5,1706,-4,1916,4,US,N189UW,894,LGA,CLT,99,544,17,6
2013,10,21,1740,0,2042,15,B6,N638JB,327,EWR,MCO,145,937,17,40
2013,1,21,1313,-2,1525,21,US,N564UW,1723,EWR,CLT,108,529,13,13
2013,7,8,2046,25,2229,29,UA,N15710,1464,EWR,CLE,68,404,20,46
2013,8,3,603,-2,832,-7,B6,N304JB,583,JFK,MCO,129,944,6,3
2013,10,12,1508,18,1746,-9,UA,N494UA,799,EWR,FLL,139,1065,15,8
2013,11,15,2002,27,2238,35,FL,N974AT,1346,LGA,ATL,118,762,20,2
2013,3,17,722,-7,1011,-15,B6,N760JB,361,LGA,PBI,145,1035,7,22
2013,3,28,1757,-3,1912,-28,UA,N815UA,578,EWR,ORD,110,719,17,57
2013,1,21,1838,63,2020,55,WN,N759GS,408,LGA,BNA,139,764,18,38
2013,1,15,1541,-4,1656,-7,9E,N8974C,3635,JFK,BWI,43,184,15,41
2013,6,26,1216,29,1606,72,UA,N33264,1436,EWR,SFO,349,2565,12,16
2013,3,15,1414,31,1734,19,UA,N14250,1277,EWR,SFO,366,2565,14,14
2013,1,24,1249,-1,1533,13,WN,N756SA,390,LGA,DEN,262,1620,12,49
2013,8,10,951,22,1234,20,B6,N621JB,795,JFK,AUS,199,1521,9,51
2013,3,30,2025,-5,2137,-13,WN,N625SW,807,EWR,MDW,114,711,20,25
2013,7,15,1034,-1,1141,-13,B6,N351JB,2602,JFK,BUF,49,301,10,34
2013,5,22,1842,17,2144,14,UA,N24715,1587,EWR,RSW,160,1068,18,42
2013,11,13,1644,-1,1800,-5,EV,N13538,4695,EWR,ROC,51,246,16,44
2013,4,6,836,26,1054,19,9E,N917XJ,3538,JFK,MSP,162,1029,8,36
2013,8,3,1245,20,1444,14,WN,N555LV,2003,EWR,MSY,158,1167,12,45
2013,12,1,911,-9,1025,-16,B6,N193JB,586,JFK,ROC,49,264,9,11
2013,5,13,1700,0,1949,-22,DL,N342NB,706,JFK,AUS,195,1521,17,0
2013,7,8,1128,13,1302,7,AA,N502AA,327,LGA,ORD,111,733,11,28
2013,8,10,1346,1,1643,-2,AA,N329AA,117,JFK,LAX,334,2475,13,46
2013,5,14,1940,5,2202,3,EV,N11165,4333,EWR,TUL,163,1215,19,40
2013,1,7,622,-3,707,-23,WN,N762SW,3127,EWR,BWI,31,169,6,22
2013,5,29,1653,8,1848,-3,DL,N316NB,1473,LGA,MEM,137,963,16,53
2013,10,21,736,6,1114,-10,B6,N563JB,1289,EWR,SJU,194,1608,7,36
